input_text,prefix,target_text,group
getting exercise is for ,free-cs,health.,Filling
getting drunk requires ,free-cs,alcohol.,Filling
getting a job requires ,free-cs,applying for a job,Filling
getting a job is for ,free-cs,making money,Mapping
getting a good grade requires ,free-cs,studying,Mapping
getting a contract requires ,free-cs,negotiating.,Mapping
getting a contract is for ,free-cs,doing some business,Mapping
georgia is ,free-cs,a state.,Mapping
gasoline can power ,free-cs,a car,Filling
gas is ,free-cs,a state of matter.,Filling
freedom are ,free-cs,important.,Filling
form can ,free-cs,follow function,Filling
forks have ,free-cs,tines,Filling
food is for ,free-cs,sustenance,Filling
food can make ,free-cs,you full.,Filling
food can be ,free-cs,eaten,Filling
flying a kite requires ,free-cs,wind,Mapping
flowers are ,free-cs,plants,Filling
fixing a computer requires ,free-cs,knowledge about computers,Mapping
fishing is for ,free-cs,catching fish.,Filling
fire can be ,free-cs,useful,Filling
fingers can ,free-cs,push buttons,Filling
finger is part of ,free-cs,hand,Filling
finding the truth requires ,free-cs,investigation,Filling
finding a lost item requires ,free-cs,searching,Mapping
fighting war requires ,free-cs,an enemy,Filling
fighting the enemy is for ,free-cs,winning the war.,Filling
fiddling is for ,free-cs,making music,Filling
ferrets are ,free-cs,animals,Filling
fencing is for ,free-cs,privacy,Filling
feeding your family is for ,free-cs,Survival,Filling
feathers can be found on ,free-cs,birds.,Filling
fear is ,free-cs,an emotion.,Filling
farmers can ,free-cs,grow corn,Filling
falling requires ,free-cs,losing your balance,Filling
fabric is for ,free-cs,making cloth,Filling
expressing information is for ,free-cs,communication.,Filling
exhaustion would make ,free-cs,you want to sleep,Mapping
exercising is ,free-cs,healthy,Filling
exercise is good for ,free-cs,you.,Filling
examining a thing requires ,free-cs,study,Mapping
examining a thing is for ,free-cs,learning about a thing,Mapping
ex-girlfriends are ,free-cs,annoying,Filling
entertaining someone is for ,free-cs,having fun,Filling
entertaining people is for ,free-cs,fun,Filling
enjoying the company of your  requires ,free-cs,friends,Filling
eggs are ,free-cs,food,Filling
education can ,free-cs,further your career,Filling
eating vegetables is for ,free-cs,Health,Filling
eating dinner requires ,free-cs,food.,Filling
eating breakfast in bed is for ,free-cs,being lazy,Filling
eating at the captain's table is ,free-cs,an honor,Filling
eating an apple requires ,free-cs,teeth.,Filling
eating an apple is for ,free-cs,health,Filling
earth is ,free-cs,a word.,Filling
dying is for ,free-cs,the end of life,Mapping
driving your car is for ,free-cs,getting other places,Filling
driving requires ,free-cs,a license.,Filling
driving can be ,free-cs,dangerous,Filling
driving  requires ,free-cs,a car,Mapping
drinking would make ,free-cs,you want to urinate,Filling
drinking is for ,free-cs,quenching your thirst,Filling
drinking alcohol is for ,free-cs,partying,Filling
dolphins can ,free-cs,swim,Filling
dolphins are ,free-cs,mammals,Filling
doing some exercises requires ,free-cs,effort.,Filling
doing housework requires ,free-cs,being a woman,Mapping
doing housework is for ,free-cs,keeping a house clean,Mapping
dogs have ,free-cs,bones,Filling
dogs do ,free-cs,not use pens,Filling
dogs can sense ,free-cs,fear,Filling
dogs can need ,free-cs,food,Filling
dogs can hear ,free-cs,very high pitches,Filling
dogs are often ,free-cs,protective of their owners,Filling
doctors work ,free-cs,very hard,Filling
doctors have ,free-cs,many years of education,Filling
doctors can help ,free-cs,patients,Filling
doctors can ,free-cs,doctor patients,Filling
dirty clothes would make ,free-cs,you want to wash clothes,Mapping
dirtiness would make ,free-cs,you want to clean,Filling
dirt would make ,free-cs,you want to clean your clothes,Filling
diminishing your own hunger is for ,free-cs,survival.,Filling
detectives can ,free-cs,piece together clues,Filling
destroying your enemy requires ,free-cs,planning,Mapping
deserts are ,free-cs,dry,Filling
desert is ,free-cs,a type of terrain,Filling
depression would make ,free-cs,you want to commit suicide,Mapping
dentists can ,free-cs,pull teeth,Filling
denim is for ,free-cs,jeans,Filling
darkness is ,free-cs,the absence of light,Filling
curry is ,free-cs,a spice.,Filling
curiousity would make ,free-cs,you want to find information,Filling
criminals can ,free-cs,case the joint,Filling
crime would make you want ,free-cs,to conduct a trial,Mapping
cows have ,free-cs,four stomaches,Filling
corn is ,free-cs,a vegetable,Filling
cops can ,free-cs,tail a suspect,Filling
copper is ,free-cs,a metal.,Filling
cooks can ,free-cs,prepare meals,Filling
cooking requires ,free-cs,ingredients,Filling
cooking is for ,free-cs,food preparation.,Filling
cooking dinner is for ,free-cs,feeding the family,Filling
contemplating is for ,free-cs,thinking about something,Mapping
conquering your opponent requires ,free-cs,beating them.,Filling
conquering your opponent is for ,free-cs,winning the game,Filling
conquering a nation requires ,free-cs,a big army,Mapping
confusion would make ,free-cs,you want to contemplate,Mapping
conducting a trial requires ,free-cs,a judge.,Mapping
conditioner can ,free-cs,condition hair,Filling
computers can do ,free-cs,work,Filling
computers can ,free-cs,store information,Filling
computers are not ,free-cs,sentient beings,Filling
computers are ,free-cs,machines.,Filling
computer is used for ,free-cs,communication,Filling
competing requires ,free-cs,competition,Filling
companies can ,free-cs,market their products,Filling
communicating requires ,free-cs,thinking,Filling
committing to memory is for ,free-cs,memorizing,Filling
committing perjury requires ,free-cs,telling lies,Mapping
combs  are used to ,free-cs,straighten the hair,Filling
comb can ,free-cs,part hair,Filling
college is ,free-cs,a type of school,Filling
cold would make you want ,free-cs,to light a fire,Filling
cogitating is for ,free-cs,thinking things over,Filling
cockroaches are ,free-cs,insects,Filling
cocaine is ,free-cs,a drug,Filling
clouds can be ,free-cs,white,Filling
clouds can ,free-cs,rain water,Filling
clouds are ,free-cs,often in the sky,Filling
cloth is used for ,free-cs,clothing,Filling
clippers are for ,free-cs,cutting things,Filling
climbing is for ,free-cs,getting on top,Filling
climbing a mountain is for ,free-cs,the adventurous.,Filling
clerk can ,free-cs,stock shelves,Filling
cleaning your clothes is for ,free-cs,health,Filling
cleaning windows is ,free-cs,boring,Filling
cleaning is for ,free-cs,getting rid of dirt,Filling
chopping firewood requires ,free-cs,An Axe,Filling
chopping firewood is for ,free-cs,build fire,Filling
china is ,free-cs,a country,Mapping
children are ,free-cs,young people,Filling
chewing your food requires ,free-cs,moving your jaws,Mapping
chess is ,free-cs,a game played on a board,Filling
chemistry is ,free-cs,a science,Filling
chefs can ,free-cs,cook meals,Filling
cheese can ,free-cs,age well,Filling
chatting with  requires ,free-cs,friends,Filling
changing your appearance is for ,free-cs,disguising yourself.,Mapping
chairperson can ,free-cs,chair a meeting,Mapping
cats like ,free-cs,to eat fish,Filling
cash is another word for ,free-cs,money,Filling
cars usually have ,free-cs,four wheels,Filling
cars have ,free-cs,windows,Filling
cars can have ,free-cs,a radio.,Filling
cars are mostly made of ,free-cs,metal,Filling
carrots are ,free-cs,vegetables,Filling
carpeting is used for ,free-cs,covering the floor,Filling
carpeting is for ,free-cs,decoration.,Filling
carpenters can ,free-cs,build houses,Filling
cardboard is used for ,free-cs,making boxes,Filling
carbon is ,free-cs,an element,Filling
car is used for ,free-cs,driving,Filling
cappuccino is ,free-cs,a drink.,Filling
canvas is for ,free-cs,painting on,Filling
candy is ,free-cs,usually sweet,Filling
candles can be used for ,free-cs,light,Filling
cancer can ,free-cs,kill.,Filling
calcium is ,free-cs,an element,Filling
cabinets is used for ,free-cs,storage,Filling
buying products requires ,free-cs,money,Filling
buying presents requires ,free-cs,money,Filling
buying presents for others requires ,free-cs,money,Filling
buying fresh fruits and vegetables is for ,free-cs,making salads.,Filling
buying food requires ,free-cs,money.,Filling
buying food is for ,free-cs,having something to eat.,Filling
buying a shirt requires ,free-cs,money,Mapping
buying a beer is for ,free-cs,drinking,Filling
buying Christmas presents is for ,free-cs,fun,Filling
burlap is for ,free-cs,making sacks,Filling
burlap is ,free-cs,a fabric.,Filling
bullets can ,free-cs,miss targets,Filling
broken glass is ,free-cs,sharp,Filling
bringing in a verdict is for ,free-cs,judges to do.,Mapping
bridges can ,free-cs,cross rivers,Filling
breathing is for ,free-cs,survival,Filling
bread is for ,free-cs,Eating,Filling
brass is ,free-cs,a type of metal,Filling
brakes can ,free-cs,stop the car,Filling
boxes can contain ,free-cs,items,Filling
bottles are often made of ,free-cs,plastic,Filling
both salad and pizza are ,free-cs,food,Filling
both muffins and celery are ,free-cs,food,Filling
boredom would make ,free-cs,you want to play games,Mapping
boredom  would make ,free-cs,you want to go to a film,Mapping
bones can be ,free-cs,broken,Filling
bombs can ,free-cs,destroy buildings,Filling
bob dylan is ,free-cs,a musician,Filling
blue is ,free-cs,a colour.,Filling
birds can ,free-cs,sing songs,Filling
biology is ,free-cs,a science,Mapping
bins are often made from ,free-cs,plastic,Filling
bill clinton is ,free-cs,a president.,Bill clinton
being too stressed would make ,free-cs,you want to relax,Mapping
being thirsty would make ,free-cs,you want to drink,Mapping
being stressed would make you want ,free-cs,to plan a vacation,Mapping
being restless would make ,free-cs,you want to take a walk,Mapping
being out of shape would make ,free-cs,you want to get exercise,Mapping
being hungry  would make ,free-cs,you want to go to a restaurant,Mapping
being horny would make ,free-cs,you want to copulate,Filling
being good would make ,free-cs,you want to compete,Mapping
being depressed would make ,free-cs,you want to hit the bottle,Filling
being at a party would make ,free-cs,you want to drink alcohol,Mapping
being a jury would make you want ,free-cs,to decide a criminal's fate,Mapping
beer is for ,free-cs,drinking,Filling
beer can contain ,free-cs,alcohol,Filling
beavers are ,free-cs,rodents,Filling
bears are ,free-cs,animals,Filling
bats have ,free-cs,wings,Filling
bats can ,free-cs,hit balls,Filling
baseball is ,free-cs,an american pastime,Filling
banana is ,free-cs,fruit,Filling
baking a cake requires ,free-cs,an oven.,Filling
bagpipes is used for ,free-cs,making music.,Filling
bagpipes is for ,free-cs,playing music,Filling
bagpipes are used for ,free-cs,playing Scottish music.,Filling
badminton is ,free-cs,a sport.,Filling
bad things can happen to ,free-cs,good people,Filling
axe is ,free-cs,a tool,Filling
automatic is ,free-cs,a kind of weapons,Filling
authors can ,free-cs,write that book,Mapping
attending school is for ,free-cs,gaining knowledge,Filling
attending class is for ,free-cs,learning.,Filling
attending a classical concert requires ,free-cs,a ticket,Mapping
atlanta is ,free-cs,a city,Filling
atheists can ,free-cs,doubt the existence of god.,Filling
artists can ,free-cs,paint portraits,Filling
arkansas is ,free-cs,a state.,Filling
arbitrators can ,free-cs,settle disputes,Filling
apples have ,free-cs,seeds,Filling
apples are ,free-cs,the fruit of apple trees,Filling
anyone can ,free-cs,voice their opinions,Filling
ants are ,free-cs,insects.,Filling
answering questions requires ,free-cs,knowledge,Filling
animals are ,free-cs,living things,Filling
anatomy is ,free-cs,a science.,Filling
an umbrella is used for ,free-cs,keeping the rain off you,Filling
an umbrella is for ,free-cs,protection from the rain,Filling
an oven is used for ,free-cs,cooking food,Filling
an ottoman is used for ,free-cs,sitting.,Filling
an orchestra pit is for ,free-cs,an orchestra to sit in.,Filling
an orange is ,free-cs,a citrus fruit,Filling
an one person chair is for ,free-cs,sitting,Filling
an ocean is used for ,free-cs,sailing,Filling
an oboe is used for ,free-cs,playing in an orchestra,Filling
an isle is used for ,free-cs,walking.,Filling
an island is for ,free-cs,vacation,Filling
an island is a body of land ,free-cs,surrounded by water,Filling
an iron is used for ,free-cs,ironing your clothes,Filling
an iron can ,free-cs,press clothes,Filling
an investor can ,free-cs,save money,Filling
an instrument triangle is used for ,free-cs,making music,Filling
an instrument is used for ,free-cs,making music.,Filling
an index card cabinet is used for ,free-cs,storing index cards.,Filling
an explosive is used for ,free-cs,destruction,Filling
an explosive is for ,free-cs,blowing things up,Filling
an eraser is usually made of ,free-cs,rubber,Filling
an eraser holder is for ,free-cs,holding an eraser,Filling
an envelope is used for ,free-cs,mailing a letter,Filling
an entryway is used for ,free-cs,enter,Filling
an entrance is used for ,free-cs,entering a building,Filling
an electric pencil sharpener is for ,free-cs,sharpening pencils,Filling
an electric fan is used for ,free-cs,cooling,Filling
an earthquake is ,free-cs,a natural disaster,Filling
an ear is used for ,free-cs,hearing.,Filling
an author can ,free-cs,write a poem,Mapping
an attribute is for ,free-cs,describing something.,Filling
an artist  can ,free-cs,paint a portrait,Mapping
an article in a magazine is used for ,free-cs,benefit of a reader.,Mapping
an armoire may be used to ,free-cs,store clothing,Filling
an armchair is for ,free-cs,sitting in.,Filling
an armchair is ,free-cs,a chair.,Filling
an arm is for ,free-cs,waving.,Filling
an arm has ,free-cs,one hand,Filling
an appointment book is for ,free-cs,scheduling,Filling
an apple is ,free-cs,food,Filling
an apartment building is for ,free-cs,people to live in,Filling
an ant can ,free-cs,build an anthill,Filling
an animal is used for ,free-cs,petting,Filling
an animal is for ,free-cs,eating,Filling
an animal is ,free-cs,a living thing,Filling
an album is used for ,free-cs,storing photographs,Filling
an aisle is for ,free-cs,walking through,Filling
an airplane seat is used for ,free-cs,sitting in,Filling
an airplane is used for ,free-cs,traveling,Filling
an airplane has ,free-cs,propellers,Filling
an airplane can arrive at ,free-cs,an airport,Filling
an advertisement is for ,free-cs,selling a product,Mapping
an adult can ,free-cs,teach children,Filling
an actor doesn't want ,free-cs,a bad review,Mapping
an actor can ,free-cs,appear in a movie,Filling
an acrylic is ,free-cs,a type of painting,Filling
an acoustic guitar is used for ,free-cs,playing music,Filling
an accordion is ,free-cs,a type of instrument,Filling
an accordian is ,free-cs,a musical instrument,Filling
an accommodations is used for ,free-cs,living in,Filling
an accident can ,free-cs,slow traffic,Filling
an Irish Setter is ,free-cs,a dog.,Filling
an Indian restaurant is for ,free-cs,eating in,Filling
an I-beam is used for ,free-cs,support,Filling
american express is the name of ,free-cs,a credit card company,Filling
all people were ,free-cs,born,Filling
all cars have ,free-cs,an engine,Filling
alcohol can ,free-cs,cloud your judgement,Filling
airplanes can arrive at ,free-cs,airports,Filling
air is ,free-cs,a gas,Filling
advertising would make ,free-cs,you want to buy products,Mapping
acting in a play requires ,free-cs,memorizing lines,Mapping
acting in a play is for ,free-cs,fun.,Filling
a yolk is part of ,free-cs,an egg,Filling
a yard is used for ,free-cs,playing,Filling
a xylophone is ,free-cs,an instrument of music,Filling
a writing instrument is for ,free-cs,drawing pictures,Filling
a wristwatch is used for ,free-cs,keeping the time,Filling
a work of art is for ,free-cs,admiring,Mapping
a woodwind is used for ,free-cs,making music,Filling
a woodwind is for ,free-cs,playing music,Filling
a woman wants ,free-cs,to have sex.,Filling
a window is used for ,free-cs,look outside,Filling
a window is for ,free-cs,letting light in a building,Filling
a wind instrument is used for ,free-cs,making music,Filling
a wheel is part of ,free-cs,a bicycle,Filling
a weightlifter can ,free-cs,lift weights,Filling
a watch is ,free-cs,a chronometer,Filling
a washing machine is for ,free-cs,washing clothes,Mapping
a washcloth is used for ,free-cs,washing your face,Mapping
a voice is used to ,free-cs,communicate,Filling
a voice is used for ,free-cs,singing,Filling
a virus can ,free-cs,infect.,Filling
a viola is ,free-cs,a musical instrument,Filling
a village is for ,free-cs,Living,Mapping
a veterinarian is ,free-cs,a doctor.,Filling
a vessel is ,free-cs,a container,Filling
a verb is a word that implies ,free-cs,an action,Mapping
a vent brush is for ,free-cs,cleaning vents,Filling
a vegetable garden is used for ,free-cs,growing vegetables,Filling
a typewriter keyboard is for ,free-cs,typing,Filling
a typewriter is for ,free-cs,typing letters,Filling
a tv is used for ,free-cs,watching movies,Filling
a turtle can ,free-cs,live a long time,Filling
a turnpike is used for ,free-cs,driving,Filling
a tub is for ,free-cs,taking a bath,Filling
a trombone is ,free-cs,a musical instrument,Filling
a trigger is part of ,free-cs,a gun,Filling
a triangle is used for ,free-cs,making music,Filling
a triangle is for ,free-cs,geometry,Filling
a triangle is ,free-cs,a figure.,Filling
a triangle has ,free-cs,three sides.,Filling
a tree is used for ,free-cs,shade.,Filling
a tree is part of ,free-cs,a forest,Filling
a train tracks is used for ,free-cs,train travel,Filling
a train tracks is for ,free-cs,trains,Filling
a train ticket is used for ,free-cs,travel by train.,Mapping
a train station is for ,free-cs,Traveling,Mapping
a train seat is for ,free-cs,sitting on,Filling
a toy soldier is for ,free-cs,playing with.,Filling
a toy is used for ,free-cs,playing,Filling
a toy car is used for ,free-cs,play,Filling
a toy ball is used for ,free-cs,play,Filling
a towel rack is for ,free-cs,holding a towel,Filling
a towel can ,free-cs,dry hair,Filling
a towel bar is used for ,free-cs,drying towels,Filling
a tourniquet is used to ,free-cs,stop bleeding,Filling
a toothpaste is for ,free-cs,cleaning teeth,Filling
a toothbrush has ,free-cs,bristles,Filling
a toothbrush handle is for ,free-cs,holding the toothbrush,Filling
a tooth is used to ,free-cs,chew food,Filling
a tooth is used for ,free-cs,biting.,Filling
a tooth is for ,free-cs,chewing,Filling
a tool is ,free-cs,a object.,Filling
a toilet seat is used for ,free-cs,sitting on,Filling
a ticket is for ,free-cs,Speeding,Filling
a thirsty person wants ,free-cs,something to drink,Filling
a thief can ,free-cs,case the joint,Filling
a thermometer can ,free-cs,measure the temperature,Filling
a theater seat is for ,free-cs,Sitting,Filling
a theater can show ,free-cs,a movie.,Filling
a text is used for ,free-cs,reading,Filling
a terrorist can ,free-cs,plant a bomb,Filling
a tennis game is for ,free-cs,exercise,Filling
a tennis court is for ,free-cs,playing tennis,Filling
a telephone kiosk is for ,free-cs,making phone calls,Filling
a telephone is ,free-cs,a communication device,Filling
a telephone directory is for ,free-cs,finding out a phone number,Filling
a telephone booth is for ,free-cs,making a telephone call,Filling
a tearoom is for ,free-cs,drinking tea.,Filling
a teakettle is used for ,free-cs,making tea,Filling
a teacher wants ,free-cs,to teach,Mapping
a teacher  can ,free-cs,teach students,Mapping
a tapestry is used for ,free-cs,decor,Filling
a tape dispenser is used for ,free-cs,holding tape.,Filling
a tape dispenser is for ,free-cs,dispensing tape,Filling
a tack is ,free-cs,sharp,Filling
a table is for ,free-cs,eating off of,Filling
a surgeon is ,free-cs,a doctor,Filling
a suitcase is for ,free-cs,carrying clothes,Filling
a stylus is used for ,free-cs,write,Filling
a student is for ,free-cs,learning,Mapping
a strip mall is for ,free-cs,shopping,Filling
a stringed instrument is used for ,free-cs,making music.,Filling
a stringed instrument is for ,free-cs,playing music.,Filling
a string bass is used for ,free-cs,making music,Filling
a stove can ,free-cs,heat food,Filling
a story is for ,free-cs,entertainment,Filling
a store is for ,free-cs,buying things,Filling
a stopwatch can ,free-cs,time an event.,Filling
a stool is for ,free-cs,Resting,Filling
a stone is ,free-cs,a rock,Filling
a stick of butter is used for ,free-cs,cooking.,Filling
a stick is ,free-cs,sometimes made of wood,Filling
a step chair is used for ,free-cs,reaching upper shelves.,Filling
a steakhouse is for ,free-cs,eating steak in,Filling
a steak house is used for ,free-cs,eating out,Filling
a state highway is for ,free-cs,driving,Filling
a star is ,free-cs,very hot,Filling
a staple remover is for ,free-cs,removing staples,Filling
a stage is in ,free-cs,a theater,Filling
a squirrel can ,free-cs,gather nuts,Filling
a squash court is used for ,free-cs,playing the game of squash.,Filling
a sport is ,free-cs,a game.,Filling
a spaniel is ,free-cs,a type of dog,Filling
a spa is for ,free-cs,relaxation,Filling
a sound is for ,free-cs,hearing.,Filling
a song is used for ,free-cs,entertainment,Filling
a son is part of ,free-cs,a family,Filling
a son is ,free-cs,a offspring.,Filling
a son can ,free-cs,honor his mother,Mapping
a soldier can ,free-cs,fight a battle,Filling
a sofa is for ,free-cs,sleeping,Filling
a sofa hide a bed is for ,free-cs,sleeping,Filling
a soap can be used to ,free-cs,clean something,Filling
a snare drum is for ,free-cs,making music,Filling
a sky is used for ,free-cs,flying in,Filling
a shower stall is for ,free-cs,showering in,Filling
a shower is used for ,free-cs,cleaning,Filling
a shower door is used for ,free-cs,privacy,Filling
a shovel can ,free-cs,dig a hole,Filling
a shoe is used for ,free-cs,foot protection,Filling
a shelf is used for ,free-cs,storing books,Filling
a sheet of paper is for ,free-cs,writing on,Filling
a shampoo and conditioner is for ,free-cs,washing hair,Mapping
a self adhesive label is used for ,free-cs,labeling,Label
a self adhesive label is for ,free-cs,sticking to things,Filling
a seafood restaurant is used for ,free-cs,eating seafood.,Filling
a sea is for ,free-cs,sailing on,Filling
a screwdriver is a drink made of ,free-cs,vodka and orange juice,Filling
a screwdriver can ,free-cs,turn a screw.,Filling
a screw is used for ,free-cs,holding together.,Filling
a screw is ,free-cs,a simple machine,Filling
a science is for ,free-cs,discovery,Filling
a school cafeteria is used for ,free-cs,eating lunch.,Filling
a scale can ,free-cs,measure your weight,Filling
a saxophone is used to ,free-cs,play jazz,Filling
a saxophone is for ,free-cs,blowing,Filling
a saxaphone is ,free-cs,a musical instrument,Filling
a saw is for ,free-cs,Cutting things such as wood,Filling
a saw is ,free-cs,a tool.,Filling
a satchel is ,free-cs,a bag.,Filling
a saloon is used for ,free-cs,drinking,Filling
a salad bowl is used to ,free-cs,hold salad,Filling
a sailor can captain ,free-cs,a ship,Filling
a saddle is used for ,free-cs,riding horses,Filling
a runway is for ,free-cs,landing airplanes,Filling
a rug is for ,free-cs,a floor covering,Filling
a rubber duck is ,free-cs,a toy,Filling
a rooster is ,free-cs,a chicken.,Filling
a room is for ,free-cs,living in,Filling
a room is a place made for ,free-cs,people,Filling
a rook is used for ,free-cs,playing chess,Filling
a rook is a ,free-cs,chess piece,Filling
a roof is used for ,free-cs,protection from the elements.,Filling
a rock can be ,free-cs,heavy,Filling
a roadway is used for ,free-cs,driving on,Filling
a ribbon is used for ,free-cs,decoration,Filling
a revolving door is used for ,free-cs,entering a building,Filling
a restaurant is for ,free-cs,eating out,Filling
a restaurant is ,free-cs,a type of establishment,Filling
a restaurant entrance is for ,free-cs,Entering a restaurant,Filling
a rented apartment is for ,free-cs,living in,Filling
a refrigerator is used for ,free-cs,storing foods.,Filling
a refrigerator is for ,free-cs,keeping food cold,Filling
a refrigerator freezer is for ,free-cs,storing food for long periods,Filling
a reception area is for ,free-cs,meeting people,Filling
a ranch house is used for ,free-cs,living in,Filling
a radish is ,free-cs,a vegetable,Filling
a radio is used for ,free-cs,listening the news.,Filling
a radio is for ,free-cs,listening to music,Filling
a rabbit is ,free-cs,an animal,Filling
a quill is for ,free-cs,writing,Filling
a quill brush is for ,free-cs,writing,Filling
a puzzle is for ,free-cs,a mental challenge,Mapping
a puppy is ,free-cs,a dog.,Filling
a pump is ,free-cs,a machine,Filling
a pulpit is used for ,free-cs,preaching,Mapping
a puck is for ,free-cs,playing hockey,Filling
a pub is a place to ,free-cs,buy intoxicating drinks,Filling
a pub is ,free-cs,a place.,Filling
a proton is part of ,free-cs,atom,Filling
a prosthesis is for ,free-cs,replacement of a missing limb.,Filling
a prospector can ,free-cs,mine gold,Filling
a program is a set of instructions designed ,free-cs,to complete a task,Filling
a prisoner can attempt ,free-cs,an escape,Filling
a princess can ,free-cs,kiss a frog,Filling
a present is ,free-cs,a gift,Filling
a present can ,free-cs,surprise a child,Filling
a pouch is used for ,free-cs,carrying something with you.,Filling
a pot can be used to ,free-cs,make soup,Filling
a post office can ,free-cs,forward mail,Filling
a politician is ,free-cs,corrupt,Filling
a politician can ,free-cs,duck an issue,Filling
a pocket knife is ,free-cs,a useful tool,Mapping
a plate is used to ,free-cs,hold food,Filling
a plate is used for ,free-cs,eating from,Filling
a plant can flower in ,free-cs,spring,Filling
a plane ticket is used for ,free-cs,travel,Filling
a plane can arrive at ,free-cs,an airport,Filling
a place to eat is used for ,free-cs,eating.,Filling
a pizzeria is used for ,free-cs,buying pizza,Filling
a pitcher is ,free-cs,a container.,Filling
a pistol is for ,free-cs,shooting bullets,Filling
a pilot can ,free-cs,land the airplane,Filling
a pillow is ,free-cs,soft,Filling
a pillow case is for ,free-cs,covering a pillow,Filling
a piece of paper is for ,free-cs,writing,Filling
a piece of paper can be used to ,free-cs,write upon,Filling
a piece of food is for ,free-cs,Eating,Mapping
a pie is ,free-cs,a kind of dessert,Filling
a picnic basket is used to ,free-cs,carry food to a picnic.,Filling
a piano is for ,free-cs,making music,Filling
a pew is in ,free-cs,a church,Filling
a pet is ,free-cs,an animal,Filling
"a person wants """,free-cs,"to ""belong",Mapping
a person wants  ,free-cs,hapiness,Filling
a person may be guilty of ,free-cs,a crime,Mapping
a person is ,free-cs,an animal,Filling
a person does not want ,free-cs,to be cut,Mapping
a person can have ,free-cs,a car,Mapping
a person can commit ,free-cs,crimes,Mapping
a person can be guilty of ,free-cs,a crime,Mapping
a person  wants ,free-cs,love,Filling
a percussion instrument is used for ,free-cs,making music,Filling
a penny is for ,free-cs,buying gumballs,Filling
a penny is ,free-cs,a coin.,Filling
a penis is part of ,free-cs,a normal male human body,Filling
a pencil is for ,free-cs,writing things,Filling
a pen can ,free-cs,mark on paper,Filling
a peach has ,free-cs,a pit,Filling
a pawn is ,free-cs,a chess piece,Filling
a passport case is used for ,free-cs,holding your passport.,Filling
a party is ,free-cs,a event.,Filling
a parkway is used for ,free-cs,driving,Filling
a parking structure is used for ,free-cs,parking a car,Filling
a parking lot is used for ,free-cs,parking a car,Filling
a parakeet is ,free-cs,a type of bird,Filling
a paper punch is used for ,free-cs,making holes in paper,Filling
a paper page is for ,free-cs,writing.,Filling
a paper fastener is for ,free-cs,holding paper together,Filling
a pan is for ,free-cs,frying food,Filling
a pair of pants is for ,free-cs,wearing.,Filling
a pair of pants is actually ,free-cs,one object,Filling
a painter can ,free-cs,coat the walls,Filling
a pail is for ,free-cs,carrying water,Filling
a pad is used for ,free-cs,a mouse,Filling
a nostril is ,free-cs,part of the nose.,Filling
a nose is for ,free-cs,smelling things,Filling
a nightclub is for ,free-cs,dances,Filling
a niece is ,free-cs,a girl.,Filling
a news is made of ,free-cs,paper,Filling
a need to relax would make ,free-cs,you want to listen to music,Mapping
a need for money would make ,free-cs,you want to earn a living,Mapping
a neck is for ,free-cs,Supporting a head,Filling
a national interstate highway is for ,free-cs,driving on,Filling
a name is used for ,free-cs,identification,Filling
a name is something that is used to identify ,free-cs,something or someone,Filling
a name is for ,free-cs,labeling things,Filling
a musician can play ,free-cs,a musical instrument,Filling
a music stand is used to ,free-cs,hold sheet music,Filling
a music stand is for ,free-cs,holding music,Filling
a muscle can ,free-cs,contract,Filling
a murder is ,free-cs,a crime,Mapping
a mug is for ,free-cs,drinking from,Filling
a moving walkway is for ,free-cs,transportation,Filling
a movie theater seat is used for ,free-cs,sitting while watching a movie,Filling
a movie theater seat is for ,free-cs,sitting in.,Filling
a movie is used for ,free-cs,entertainment,Filling
a movie is ,free-cs,a film,Filling
a movie house is for ,free-cs,watching movies,Filling
a mouth is used for ,free-cs,eating.,Filling
a mouth is for ,free-cs,kissing,Filling
a mountain is used for \,free-cs,climbing,Filling
a mountain is used for ,free-cs,climbing,Filling
a mountain is ,free-cs,tall,Filling
a motorcycle has ,free-cs,two wheels,Filling
a motel is used for ,free-cs,sleeping,Filling
a monkey wants ,free-cs,a banana.,Filling
a monkey is ,free-cs,an animal,Filling
a monitor wall is for ,free-cs,monitoring things,Mapping
a minister is for ,free-cs,preaching.,Filling
a mineral is used for ,free-cs,health,Filling
a mill is used for ,free-cs,grinding.,Filling
a microwave can ,free-cs,heat food,Filling
a merchant is for ,free-cs,selling things,Filling
a menu is for ,free-cs,ordering food,Mapping
a memo pad is used for ,free-cs,taking notes,Filling
a memo pad is for ,free-cs,Writing notes,Filling
a mediator can ,free-cs,settle disputes,Filling
a mechanic can be ,free-cs,servicing your car,Filling
a mayor is for ,free-cs,running a town.,Filling
a mathematician can ,free-cs,prove a theorem,Filling
a match is for ,free-cs,lighting fire,Filling
a manila folder is for ,free-cs,organizing paper,Filling
a man has ,free-cs,a penis,Filling
a man can tie ,free-cs,a necktie,Filling
a man can desire ,free-cs,a woman,Mapping
a man can ,free-cs,date a woman,Mapping
a man  is ,free-cs,a human,Filling
a man  can ,free-cs,father a child,Mapping
a mall is for ,free-cs,shopping,Mapping
a male can ,free-cs,father a child,Filling
a mailbox is for ,free-cs,receiving letters,Filling
a maid can be ,free-cs,cleaning a house,Filling
a machine gun is for ,free-cs,killing people,Filling
a machine gun is ,free-cs,a weapon.,Filling
